,variables
2924,Cardnum_unique_count_for_Merch_num_state_14
2925,Cardnum_unique_count_for_Merch_num_state_7
2926,Cardnum_unique_count_for_Merch_num_state_3
2927,Cardnum_unique_count_for_Merch_num_state_1
2928,Cardnum_unique_count_for_Merch_num_state_0
2929,Cardnum_unique_count_for_Merch_num_des_60
2930,Cardnum_unique_count_for_Merch_num_des_30
2931,Cardnum_unique_count_for_Merch_num_des_14
2932,Cardnum_unique_count_for_Merch_num_des_7
2933,Cardnum_unique_count_for_Merch_num_des_3
2934,Cardnum_unique_count_for_Merch_num_des_1
2935,Cardnum_unique_count_for_Merch_num_des_0
2936,Cardnum_unique_count_for_Merch_description_60
2937,Cardnum_unique_count_for_Merch_description_30
2938,Cardnum_unique_count_for_Merch_description_14
2939,Cardnum_unique_count_for_Merch_description_7
2940,Cardnum_unique_count_for_Merch_description_3
2941,Cardnum_unique_count_for_Merch_description_1
2942,Cardnum_unique_count_for_Merch_description_0
2943,Cardnum_unique_count_for_Merchnum_60
2944,Cardnum_unique_count_for_Merchnum_30
2945,Cardnum_unique_count_for_Merchnum_14
2946,Cardnum_unique_count_for_Merchnum_7
2947,Cardnum_unique_count_for_Merchnum_3
2948,Cardnum_unique_count_for_Merchnum_1
2949,Cardnum_unique_count_for_Merchnum_0
2950,Merchnum_unique_count_for_card_Merch_des_state_zip_60
2951,Merchnum_unique_count_for_card_Merch_des_state_zip_30
2952,Merchnum_unique_count_for_card_Merch_state_zip_60
2953,Merchnum_unique_count_for_card_Merch_state_zip_30
2954,Merchnum_unique_count_for_card_Merch_state_zip_14
2955,Merchnum_unique_count_for_card_Merch_state_zip_7
2956,Merchnum_unique_count_for_card_Merch_state_zip_3
2957,Merchnum_unique_count_for_card_Merch_state_zip_1
2958,Merchnum_unique_count_for_card_Merch_state_zip_0
2959,Merchnum_unique_count_for_card_Merch_des_zip_60
2960,Merchnum_unique_count_for_card_Merch_des_zip_30
2961,Merchnum_unique_count_for_card_Merch_des_zip_14
2962,Merchnum_unique_count_for_card_Merch_des_zip_7
2963,Merchnum_unique_count_for_card_Merch_des_zip_3
2964,Merchnum_unique_count_for_card_Merch_des_zip_1
2965,Merchnum_unique_count_for_card_Merch_des_zip_0
2966,Merchnum_unique_count_for_card_Merch_des_state_60
2967,Merchnum_unique_count_for_card_Merch_des_state_30
2968,Merchnum_unique_count_for_card_Merch_des_state_14
2969,Merchnum_unique_count_for_card_Merch_des_state_7
2970,Merchnum_unique_count_for_card_Merch_des_state_3
2971,Merchnum_unique_count_for_card_Merch_zip_60
2972,Merchnum_unique_count_for_card_Merch_zip_30
2973,Merchnum_unique_count_for_card_Merch_zip_14
2974,Merchnum_unique_count_for_card_Merch_zip_7
2975,Merchnum_unique_count_for_card_Merch_zip_3
2976,Merchnum_unique_count_for_card_Merch_zip_1
2977,Merchnum_unique_count_for_card_Merch_zip_0
2978,Merchnum_unique_count_for_card_Merch_state_60
2979,Merchnum_unique_count_for_card_Merch_state_30
2980,Merchnum_unique_count_for_card_Merch_state_14
2981,Merchnum_unique_count_for_card_Merch_state_7
2982,Merchnum_unique_count_for_card_Merch_state_3
2983,Merchnum_unique_count_for_card_Merch_state_1
2984,Merchnum_unique_count_for_card_Merch_state_0
2985,Merchnum_unique_count_for_card_Merch_description_60
2986,Merchnum_unique_count_for_card_Merch_description_30
2987,Merchnum_unique_count_for_card_Merch_description_14
2988,Merchnum_unique_count_for_card_Merch_description_7
2989,Merchnum_unique_count_for_card_Merch_description_3
2990,Merchnum_unique_count_for_card_Merch_description_1
2991,Merchnum_unique_count_for_card_Merch_description_0
2992,Merchnum_unique_count_for_Merch_des_state_zip_60
2993,Merchnum_unique_count_for_Merch_des_state_zip_30
2994,Merchnum_unique_count_for_Merch_des_state_zip_14
2995,Merchnum_unique_count_for_Merch_des_state_zip_7
2996,Merchnum_unique_count_for_Merch_des_state_zip_3
2997,Merchnum_unique_count_for_Merch_des_state_zip_1
2998,Merchnum_unique_count_for_Merch_des_state_zip_0
2999,Merchnum_unique_count_for_Merch_state_zip_60
3000,Merchnum_unique_count_for_Merch_state_zip_30
3001,Merchnum_unique_count_for_Merch_state_zip_14
3002,Merchnum_unique_count_for_Merch_state_zip_7
3003,Merchnum_unique_count_for_Merch_state_zip_3
3004,Merchnum_unique_count_for_Merch_state_zip_1
3005,Merchnum_unique_count_for_Merch_state_zip_0
3006,Merchnum_unique_count_for_Merch_des_zip_60
3007,Merchnum_unique_count_for_Merch_des_zip_30
3008,Merchnum_unique_count_for_Merch_des_zip_14
3009,Merchnum_unique_count_for_Merch_des_zip_7
3010,Merchnum_unique_count_for_Merch_des_zip_3
3011,Merchnum_unique_count_for_Merch_des_zip_1
3012,Merchnum_unique_count_for_Merch_des_zip_0
3013,Merchnum_unique_count_for_Merch_des_state_60
3014,Merchnum_unique_count_for_Merch_des_state_30
3015,Merchnum_unique_count_for_Merch_des_state_14
3016,Merchnum_unique_count_for_Merch_des_state_7
3017,Merchnum_unique_count_for_Merch_des_state_3
3018,Merchnum_unique_count_for_Merch_des_state_1
3019,Merchnum_unique_count_for_Merch_des_state_0
3020,Merchnum_unique_count_for_Merch_num_zip_60
3021,Merchnum_unique_count_for_Merch_num_zip_30
3022,Merchnum_unique_count_for_Merch_num_zip_14
3023,Merchnum_unique_count_for_Merch_num_zip_7
3024,Merchnum_unique_count_for_Merch_num_zip_3
3025,Merchnum_unique_count_for_Merch_num_zip_1
3026,Merchnum_unique_count_for_Merch_num_zip_0
3027,Merchnum_unique_count_for_Merch_num_state_60
3028,Merchnum_unique_count_for_Merch_num_state_30
3029,Merchnum_unique_count_for_Merch_num_state_14
3030,Merchnum_unique_count_for_Merch_num_state_7
3031,Merchnum_unique_count_for_Merch_num_state_3
3032,Merchnum_unique_count_for_Merch_num_state_1
3033,Merchnum_unique_count_for_Merch_num_state_0
3034,Merchnum_unique_count_for_Merch_description_60
3035,Merchnum_unique_count_for_Merch_description_30
3036,Merchnum_unique_count_for_Merch_description_14
3037,Merchnum_unique_count_for_Merch_description_7
3038,Merchnum_unique_count_for_Merch_description_3
3039,Merchnum_unique_count_for_Merch_description_1
3040,Merchnum_unique_count_for_Merch_description_0
3041,Merchnum_unique_count_for_Cardnum_60
3042,Merchnum_unique_count_for_Cardnum_30
3043,Merchnum_unique_count_for_Cardnum_14
3044,Merchnum_unique_count_for_Cardnum_7
3045,Merchnum_unique_count_for_Cardnum_3
3046,Merchnum_unique_count_for_Cardnum_1
3047,Merchnum_unique_count_for_Cardnum_0
3048,Merch_description_unique_count_for_card_Merch_num_state_zip_60
3049,Merch_description_unique_count_for_card_Merch_num_state_zip_30
3050,Merch_description_unique_count_for_card_Merch_state_zip_60
3051,Merch_description_unique_count_for_card_Merch_state_zip_30
3052,Merch_description_unique_count_for_card_Merch_state_zip_14
3053,Merch_description_unique_count_for_card_Merch_state_zip_7
3054,Merch_description_unique_count_for_card_Merch_num_zip_60
3055,Merch_description_unique_count_for_card_Merch_num_zip_30
3056,Merch_description_unique_count_for_card_Merch_num_zip_14
3057,Merch_description_unique_count_for_card_Merch_num_zip_7
3058,Merch_description_unique_count_for_card_Merch_num_zip_3
3059,Merch_description_unique_count_for_card_Merch_num_zip_1
3060,Merch_description_unique_count_for_card_Merch_num_zip_0
3061,Merch_description_unique_count_for_card_Merch_num_state_60
3062,Merch_description_unique_count_for_card_Merch_num_state_30
3063,Merch_description_unique_count_for_card_Merch_num_state_14
3064,Merch_description_unique_count_for_card_Merch_num_state_7
3065,Merch_description_unique_count_for_card_Merch_num_state_3
3066,Merch_description_unique_count_for_card_Merch_zip_60
3067,Merch_description_unique_count_for_card_Merch_zip_30
3068,Merch_description_unique_count_for_card_Merch_zip_14
3069,Merch_description_unique_count_for_card_Merch_zip_7
3070,Merch_description_unique_count_for_card_Merch_zip_3
3071,Merch_description_unique_count_for_card_Merch_zip_1
3072,Merch_description_unique_count_for_card_Merch_zip_0
3073,Merch_description_unique_count_for_card_Merch_state_60
3074,Merch_description_unique_count_for_card_Merch_state_30
3075,Merch_description_unique_count_for_card_Merch_state_14
3076,Merch_description_unique_count_for_card_Merch_state_7
3077,Merch_description_unique_count_for_card_Merch_state_3
3078,Merch_description_unique_count_for_card_Merch_state_1
3079,Merch_description_unique_count_for_card_Merch_state_0
3080,Merch_description_unique_count_for_card_Merchnum_60
3081,Merch_description_unique_count_for_card_Merchnum_30
3082,Merch_description_unique_count_for_card_Merchnum_14
3083,Merch_description_unique_count_for_card_Merchnum_7
3084,Merch_description_unique_count_for_card_Merchnum_3
3085,Merch_description_unique_count_for_card_Merchnum_1
3086,Merch_description_unique_count_for_card_Merchnum_0
3087,Merch_description_unique_count_for_Merch_num_state_zip_60
3088,Merch_description_unique_count_for_Merch_num_state_zip_30
3089,Merch_description_unique_count_for_Merch_num_state_zip_14
3090,Merch_description_unique_count_for_Merch_num_state_zip_7
3091,Merch_description_unique_count_for_Merch_num_state_zip_3
3092,Merch_description_unique_count_for_Merch_num_state_zip_1
3093,Merch_description_unique_count_for_Merch_num_state_zip_0
3094,Merch_description_unique_count_for_Merch_state_zip_60
3095,Merch_description_unique_count_for_Merch_state_zip_30
3096,Merch_description_unique_count_for_Merch_state_zip_14
3097,Merch_description_unique_count_for_Merch_state_zip_7
3098,Merch_description_unique_count_for_Merch_state_zip_3
3099,Merch_description_unique_count_for_Merch_state_zip_1
3100,Merch_description_unique_count_for_Merch_state_zip_0
3101,Merch_description_unique_count_for_Merch_des_zip_60
3102,Merch_description_unique_count_for_Merch_des_zip_30
3103,Merch_description_unique_count_for_Merch_des_zip_14
3104,Merch_description_unique_count_for_Merch_des_zip_7
3105,Merch_description_unique_count_for_Merch_des_zip_3
3106,Merch_description_unique_count_for_Merch_des_zip_1
3107,Merch_description_unique_count_for_Merch_des_zip_0
3108,Merch_description_unique_count_for_Merch_des_state_60
3109,Merch_description_unique_count_for_Merch_des_state_30
3110,Merch_description_unique_count_for_Merch_des_state_14
3111,Merch_description_unique_count_for_Merch_des_state_7
3112,Merch_description_unique_count_for_Merch_des_state_3
3113,Merch_description_unique_count_for_Merch_des_state_1
3114,Merch_description_unique_count_for_Merch_des_state_0
3115,Merch_description_unique_count_for_Merch_num_zip_60
3116,Merch_description_unique_count_for_Merch_num_zip_30
3117,Merch_description_unique_count_for_Merch_num_zip_14
3118,Merch_description_unique_count_for_Merch_num_zip_7
3119,Merch_description_unique_count_for_Merch_num_zip_3
3120,Merch_description_unique_count_for_Merch_num_zip_1
3121,Merch_description_unique_count_for_Merch_num_zip_0
3122,Merch_description_unique_count_for_Merch_num_state_60
3123,Merch_description_unique_count_for_Merch_num_state_30
3124,Merch_description_unique_count_for_Merch_num_state_14
3125,Merch_description_unique_count_for_Merch_num_state_7
3126,Merch_description_unique_count_for_Merch_num_state_3
3127,Merch_description_unique_count_for_Merch_num_state_1
3128,Merch_description_unique_count_for_Merch_num_state_0
3129,Merch_description_unique_count_for_Merchnum_60
3130,Merch_description_unique_count_for_Merchnum_30
3131,Merch_description_unique_count_for_Merchnum_14
3132,Merch_description_unique_count_for_Merchnum_7
3133,Merch_description_unique_count_for_Merchnum_3
3134,Merch_description_unique_count_for_Merchnum_1
3135,Merch_description_unique_count_for_Merchnum_0
3136,Merch_description_unique_count_for_Cardnum_60
3137,Merch_description_unique_count_for_Cardnum_30
3138,Merch_description_unique_count_for_Cardnum_14
3139,Merch_description_unique_count_for_Cardnum_7
3140,Merch_description_unique_count_for_Cardnum_3
3141,Merch_description_unique_count_for_Cardnum_1
3142,Merch_description_unique_count_for_Cardnum_0
3143,Merch_num_des_unique_count_for_card_Merch_state_zip_60
3144,Merch_num_des_unique_count_for_card_Merch_state_zip_30
3145,Merch_num_des_unique_count_for_card_Merch_zip_60
3146,Merch_num_des_unique_count_for_card_Merch_zip_30
3147,Merch_num_des_unique_count_for_card_Merch_zip_14
3148,Merch_num_des_unique_count_for_card_Merch_zip_7
3149,Merch_num_des_unique_count_for_card_Merch_zip_3
3150,Merch_num_des_unique_count_for_card_Merch_zip_1
3151,Merch_num_des_unique_count_for_card_Merch_zip_0
3152,Merch_num_des_unique_count_for_card_Merch_state_60
3153,Merch_num_des_unique_count_for_card_Merch_state_30
3154,Merch_num_des_unique_count_for_card_Merch_state_14
3155,Merch_num_des_unique_count_for_card_Merch_state_7
3156,Merch_num_des_unique_count_for_card_Merch_state_3
3157,Merch_num_des_unique_count_for_Merch_state_zip_60
3158,Merch_num_des_unique_count_for_Merch_state_zip_30
3159,Merch_num_des_unique_count_for_Merch_state_zip_14
3160,Merch_num_des_unique_count_for_Merch_state_zip_7
3161,Merch_num_des_unique_count_for_Merch_state_zip_3
3162,Merch_num_des_unique_count_for_Merch_state_zip_1
3163,Merch_num_des_unique_count_for_Merch_state_zip_0
3164,Merch_num_des_unique_count_for_Merch_num_zip_60
3165,Merch_num_des_unique_count_for_Merch_num_zip_30
3166,Merch_num_des_unique_count_for_Merch_num_zip_14
3167,Merch_num_des_unique_count_for_Merch_num_zip_7
3168,Merch_num_des_unique_count_for_Merch_num_zip_3
3169,Merch_num_des_unique_count_for_Merch_num_zip_1
3170,Merch_num_des_unique_count_for_Merch_num_zip_0
3171,Merch_num_des_unique_count_for_Merch_num_state_60
3172,Merch_num_des_unique_count_for_Merch_num_state_30
3173,Merch_num_des_unique_count_for_Merch_num_state_14
3174,Merch_num_des_unique_count_for_Merch_num_state_7
3175,Merch_num_des_unique_count_for_Merch_num_state_3
3176,Merch_num_des_unique_count_for_Merch_num_state_1
3177,Merch_num_des_unique_count_for_Merch_num_state_0
3178,Merch_num_des_unique_count_for_Merchnum_0
3179,Merch_num_des_unique_count_for_Cardnum_60
3180,Merch_num_des_unique_count_for_Cardnum_30
3181,Merch_num_des_unique_count_for_Cardnum_14
3182,Merch_num_des_unique_count_for_Cardnum_7
3183,Merch_num_des_unique_count_for_Cardnum_3
3184,Merch_num_des_unique_count_for_Cardnum_1
3185,Merch_num_des_unique_count_for_Cardnum_0
3186,Merch_num_state_unique_count_for_card_Merch_des_zip_60
3187,Merch_num_state_unique_count_for_card_Merch_des_zip_30
3188,Merch_num_state_unique_count_for_card_Merch_des_zip_14
3189,Merch_num_state_unique_count_for_card_Merch_des_zip_7
3190,Merch_num_state_unique_count_for_card_Merch_des_zip_3
3191,Merch_num_state_unique_count_for_card_Merch_des_zip_1
3192,Merch_num_state_unique_count_for_card_Merch_des_zip_0
3193,Merch_num_state_unique_count_for_card_Merch_zip_60
3194,Merch_num_state_unique_count_for_card_Merch_zip_30
3195,Merch_num_state_unique_count_for_card_Merch_zip_14
3196,Merch_num_state_unique_count_for_card_Merch_zip_7
3197,Merch_num_state_unique_count_for_card_Merch_zip_3
3198,Merch_num_state_unique_count_for_card_Merch_zip_1
3199,Merch_num_state_unique_count_for_card_Merch_zip_0
3200,Merch_num_state_unique_count_for_card_Merch_description_60
3201,Merch_num_state_unique_count_for_card_Merch_description_30
3202,Merch_num_state_unique_count_for_card_Merch_description_14
3203,Merch_num_state_unique_count_for_card_Merch_description_7
3204,Merch_num_state_unique_count_for_card_Merch_description_3
3205,Merch_num_state_unique_count_for_card_Merch_description_1
3206,Merch_num_state_unique_count_for_card_Merch_description_0
3207,Merch_num_state_unique_count_for_Merch_des_zip_60
3208,Merch_num_state_unique_count_for_Merch_des_zip_30
3209,Merch_num_state_unique_count_for_Merch_des_zip_14
3210,Merch_num_state_unique_count_for_Merch_des_zip_7
3211,Merch_num_state_unique_count_for_Merch_des_zip_3
3212,Merch_num_state_unique_count_for_Merch_des_zip_1
3213,Merch_num_state_unique_count_for_Merch_des_zip_0
3214,Merch_num_state_unique_count_for_Merch_num_zip_60
3215,Merch_num_state_unique_count_for_Merch_num_zip_30
3216,Merch_num_state_unique_count_for_Merch_num_zip_14
3217,Merch_num_state_unique_count_for_Merch_num_zip_7
3218,Merch_num_state_unique_count_for_Merch_num_zip_3
3219,Merch_num_state_unique_count_for_Merch_num_zip_1
3220,Merch_num_state_unique_count_for_Merch_num_zip_0
3221,Merch_num_state_unique_count_for_Merch_description_60
3222,Merch_num_state_unique_count_for_Merch_description_30
3223,Merch_num_state_unique_count_for_Merch_description_14
3224,Merch_num_state_unique_count_for_Merch_description_7
3225,Merch_num_state_unique_count_for_Merch_description_3
3226,Merch_num_state_unique_count_for_Merch_description_1
3227,Merch_num_state_unique_count_for_Merch_description_0
3228,Merch_num_state_unique_count_for_Cardnum_60
3229,Merch_num_state_unique_count_for_Cardnum_30
3230,Merch_num_state_unique_count_for_Cardnum_14
3231,Merch_num_state_unique_count_for_Cardnum_7
3232,Merch_num_state_unique_count_for_Cardnum_3
3233,Merch_num_state_unique_count_for_Cardnum_1
3234,Merch_num_state_unique_count_for_Cardnum_0
3235,Merch_num_zip_unique_count_for_card_Merch_des_state_60
3236,Merch_num_zip_unique_count_for_card_Merch_des_state_30
3237,Merch_num_zip_unique_count_for_card_Merch_state_60
3238,Merch_num_zip_unique_count_for_card_Merch_state_30
3239,Merch_num_zip_unique_count_for_card_Merch_state_14
3240,Merch_num_zip_unique_count_for_card_Merch_state_7
3241,Merch_num_zip_unique_count_for_card_Merch_state_3
3242,Merch_num_zip_unique_count_for_card_Merch_state_1
3243,Merch_num_zip_unique_count_for_card_Merch_state_0
3244,Merch_num_zip_unique_count_for_card_Merch_description_60
3245,Merch_num_zip_unique_count_for_card_Merch_description_30
3246,Merch_num_zip_unique_count_for_card_Merch_description_14
3247,Merch_num_zip_unique_count_for_card_Merch_description_7
3248,Merch_num_zip_unique_count_for_card_Merch_description_3
3249,Merch_num_zip_unique_count_for_card_Merch_description_1
3250,Merch_num_zip_unique_count_for_card_Merch_description_0
3251,Merch_num_zip_unique_count_for_Merch_des_state_60
3252,Merch_num_zip_unique_count_for_Merch_des_state_30
3253,Merch_num_zip_unique_count_for_Merch_des_state_14
3254,Merch_num_zip_unique_count_for_Merch_des_state_7
3255,Merch_num_zip_unique_count_for_Merch_des_state_3
3256,Merch_num_zip_unique_count_for_Merch_des_state_1
3257,Merch_num_zip_unique_count_for_Merch_des_state_0
3258,Merch_num_zip_unique_count_for_Merch_num_state_60
3259,Merch_num_zip_unique_count_for_Merch_num_state_30
3260,Merch_num_zip_unique_count_for_Merch_num_state_14
3261,Merch_num_zip_unique_count_for_Merch_num_state_7
3262,Merch_num_zip_unique_count_for_Merch_num_state_3
3263,Merch_num_zip_unique_count_for_Merch_num_state_1
3264,Merch_num_zip_unique_count_for_Merch_num_state_0
3265,Merch_num_zip_unique_count_for_Merch_description_60
3266,Merch_num_zip_unique_count_for_Merch_description_30
3267,Merch_num_zip_unique_count_for_Merch_description_14
3268,Merch_num_zip_unique_count_for_Merch_description_7
3269,Merch_num_zip_unique_count_for_Merch_description_3
3270,Merch_num_zip_unique_count_for_Merch_description_1
3271,Merch_num_zip_unique_count_for_Merch_description_0
3272,Merch_num_zip_unique_count_for_Cardnum_60
3273,Merch_num_zip_unique_count_for_Cardnum_30
3274,Merch_num_zip_unique_count_for_Cardnum_14
3275,Merch_num_zip_unique_count_for_Cardnum_7
3276,Merch_num_zip_unique_count_for_Cardnum_3
3277,Merch_num_zip_unique_count_for_Cardnum_1
3278,Merch_num_zip_unique_count_for_Cardnum_0
3279,Merch_des_state_unique_count_for_card_Merch_num_zip_60
3280,Merch_des_state_unique_count_for_card_Merch_num_zip_30
3281,Merch_des_state_unique_count_for_card_Merch_num_zip_14
3282,Merch_des_state_unique_count_for_card_Merch_num_zip_7
3283,Merch_des_state_unique_count_for_card_Merch_num_zip_3
3284,Merch_des_state_unique_count_for_card_Merch_num_zip_1
3285,Merch_des_state_unique_count_for_card_Merch_num_zip_0
3286,Merch_des_state_unique_count_for_card_Merch_zip_60
3287,Merch_des_state_unique_count_for_card_Merch_zip_30
3288,Merch_des_state_unique_count_for_card_Merch_zip_14
3289,Merch_des_state_unique_count_for_card_Merch_zip_7
3290,Merch_des_state_unique_count_for_card_Merch_zip_3
3291,Merch_des_state_unique_count_for_card_Merch_zip_1
3292,Merch_des_state_unique_count_for_card_Merch_zip_0
3293,Merch_des_state_unique_count_for_card_Merchnum_60
3294,Merch_des_state_unique_count_for_card_Merchnum_30
3295,Merch_des_state_unique_count_for_card_Merchnum_14
3296,Merch_des_state_unique_count_for_card_Merchnum_7
3297,Merch_des_state_unique_count_for_card_Merchnum_3
3298,Merch_des_state_unique_count_for_card_Merchnum_1
3299,Merch_des_state_unique_count_for_card_Merchnum_0
3300,Merch_des_state_unique_count_for_Merch_des_zip_60
3301,Merch_des_state_unique_count_for_Merch_des_zip_30
3302,Merch_des_state_unique_count_for_Merch_des_zip_14
3303,Merch_des_state_unique_count_for_Merch_des_zip_7
3304,Merch_des_state_unique_count_for_Merch_des_zip_3
3305,Merch_des_state_unique_count_for_Merch_des_zip_1
3306,Merch_des_state_unique_count_for_Merch_des_zip_0
3307,Merch_des_state_unique_count_for_Merch_num_zip_60
3308,Merch_des_state_unique_count_for_Merch_num_zip_30
3309,Merch_des_state_unique_count_for_Merch_num_zip_14
3310,Merch_des_state_unique_count_for_Merch_num_zip_7
3311,Merch_des_state_unique_count_for_Merch_num_zip_3
3312,Merch_des_state_unique_count_for_Merch_num_zip_1
3313,Merch_des_state_unique_count_for_Merch_num_zip_0
3314,Merch_des_state_unique_count_for_Merchnum_60
3315,Merch_des_state_unique_count_for_Merchnum_30
3316,Merch_des_state_unique_count_for_Merchnum_14
3317,Merch_des_state_unique_count_for_Merchnum_7
3318,Merch_des_state_unique_count_for_Merchnum_3
3319,Merch_des_state_unique_count_for_Merchnum_1
3320,Merch_des_state_unique_count_for_Merchnum_0
3321,Merch_des_state_unique_count_for_Cardnum_60
3322,Merch_des_state_unique_count_for_Cardnum_30
3323,Merch_des_state_unique_count_for_Cardnum_14
3324,Merch_des_state_unique_count_for_Cardnum_7
3325,Merch_des_state_unique_count_for_Cardnum_3
3326,Merch_des_state_unique_count_for_Cardnum_1
3327,Merch_des_state_unique_count_for_Cardnum_0
3328,Merch_des_zip_unique_count_for_card_Merch_num_state_60
3329,Merch_des_zip_unique_count_for_card_Merch_num_state_30
3330,Merch_des_zip_unique_count_for_card_Merch_state_60
3331,Merch_des_zip_unique_count_for_card_Merch_state_30
3332,Merch_des_zip_unique_count_for_card_Merch_state_14
3333,Merch_des_zip_unique_count_for_card_Merch_state_7
3334,Merch_des_zip_unique_count_for_card_Merchnum_60
3335,Merch_des_zip_unique_count_for_card_Merchnum_30
3336,Merch_des_zip_unique_count_for_card_Merchnum_14
3337,Merch_des_zip_unique_count_for_card_Merchnum_7
3338,Merch_des_zip_unique_count_for_card_Merchnum_3
3339,Merch_des_zip_unique_count_for_card_Merchnum_1
3340,Merch_des_zip_unique_count_for_card_Merchnum_0
3341,Merch_des_zip_unique_count_for_Merch_des_state_60
3342,Merch_des_zip_unique_count_for_Merch_des_state_30
3343,Merch_des_zip_unique_count_for_Merch_des_state_14
3344,Merch_des_zip_unique_count_for_Merch_des_state_7
3345,Merch_des_zip_unique_count_for_Merch_des_state_3
3346,Merch_des_zip_unique_count_for_Merch_des_state_1
3347,Merch_des_zip_unique_count_for_Merch_des_state_0
3348,Merch_des_zip_unique_count_for_Merch_num_state_60
3349,Merch_des_zip_unique_count_for_Merch_num_state_30
3350,Merch_des_zip_unique_count_for_Merch_num_state_14
3351,Merch_des_zip_unique_count_for_Merch_num_state_7
3352,Merch_des_zip_unique_count_for_Merch_num_state_3
3353,Merch_des_zip_unique_count_for_Merch_num_state_1
3354,Merch_des_zip_unique_count_for_Merch_num_state_0
3355,Merch_des_zip_unique_count_for_Merchnum_60
3356,Merch_des_zip_unique_count_for_Merchnum_30
3357,Merch_des_zip_unique_count_for_Merchnum_14
3358,Merch_des_zip_unique_count_for_Merchnum_7
3359,Merch_des_zip_unique_count_for_Merchnum_3
3360,Merch_des_zip_unique_count_for_Merchnum_1
3361,Merch_des_zip_unique_count_for_Merchnum_0
3362,Merch_des_zip_unique_count_for_Cardnum_60
3363,Merch_des_zip_unique_count_for_Cardnum_30
3364,Merch_des_zip_unique_count_for_Cardnum_14
3365,Merch_des_zip_unique_count_for_Cardnum_7
3366,Merch_des_zip_unique_count_for_Cardnum_3
3367,Merch_des_zip_unique_count_for_Cardnum_1
3368,Merch_des_zip_unique_count_for_Cardnum_0
3369,Merch_state_zip_unique_count_for_card_Merch_num_des_60
3370,Merch_state_zip_unique_count_for_card_Merch_num_des_30
3371,Merch_state_zip_unique_count_for_card_Merch_num_des_14
3372,Merch_state_zip_unique_count_for_card_Merch_num_des_7
3373,Merch_state_zip_unique_count_for_card_Merch_num_des_3
3374,Merch_state_zip_unique_count_for_card_Merch_num_des_1
3375,Merch_state_zip_unique_count_for_card_Merch_num_des_0
3376,Merch_state_zip_unique_count_for_card_Merch_description_60
3377,Merch_state_zip_unique_count_for_card_Merch_description_30
3378,Merch_state_zip_unique_count_for_card_Merch_description_14
3379,Merch_state_zip_unique_count_for_card_Merch_description_7
3380,Merch_state_zip_unique_count_for_card_Merch_description_3
3381,Merch_state_zip_unique_count_for_card_Merch_description_1
3382,Merch_state_zip_unique_count_for_card_Merch_description_0
3383,Merch_state_zip_unique_count_for_card_Merchnum_60
3384,Merch_state_zip_unique_count_for_card_Merchnum_30
3385,Merch_state_zip_unique_count_for_card_Merchnum_14
3386,Merch_state_zip_unique_count_for_card_Merchnum_7
3387,Merch_state_zip_unique_count_for_card_Merchnum_3
3388,Merch_state_zip_unique_count_for_card_Merchnum_1
3389,Merch_state_zip_unique_count_for_card_Merchnum_0
3390,Merch_state_zip_unique_count_for_Merch_num_des_60
3391,Merch_state_zip_unique_count_for_Merch_num_des_30
3392,Merch_state_zip_unique_count_for_Merch_num_des_14
3393,Merch_state_zip_unique_count_for_Merch_num_des_7
3394,Merch_state_zip_unique_count_for_Merch_num_des_3
3395,Merch_state_zip_unique_count_for_Merch_num_des_1
3396,Merch_state_zip_unique_count_for_Merch_num_des_0
3397,Merch_state_zip_unique_count_for_Merch_description_60
3398,Merch_state_zip_unique_count_for_Merch_description_30
3399,Merch_state_zip_unique_count_for_Merch_description_14
3400,Merch_state_zip_unique_count_for_Merch_description_7
3401,Merch_state_zip_unique_count_for_Merch_description_3
3402,Merch_state_zip_unique_count_for_Merch_description_1
3403,Merch_state_zip_unique_count_for_Merch_description_0
3404,Merch_state_zip_unique_count_for_Merchnum_60
3405,Merch_state_zip_unique_count_for_Merchnum_30
3406,Merch_state_zip_unique_count_for_Merchnum_14
3407,Merch_state_zip_unique_count_for_Merchnum_7
3408,Merch_state_zip_unique_count_for_Merchnum_3
3409,Merch_state_zip_unique_count_for_Merchnum_1
3410,Merch_state_zip_unique_count_for_Merchnum_0
3411,Merch_state_zip_unique_count_for_Cardnum_60
3412,Merch_state_zip_unique_count_for_Cardnum_30
3413,Merch_state_zip_unique_count_for_Cardnum_14
3414,Merch_state_zip_unique_count_for_Cardnum_7
3415,Merch_state_zip_unique_count_for_Cardnum_3
3416,Merch_state_zip_unique_count_for_Cardnum_1
3417,Merch_state_zip_unique_count_for_Cardnum_0
3418,Merch_num_des_state_unique_count_for_card_Merch_zip_60
3419,Merch_num_des_state_unique_count_for_card_Merch_zip_30
3420,Merch_num_des_state_unique_count_for_card_Merch_zip_14
3421,Merch_num_des_state_unique_count_for_card_Merch_zip_7
3422,Merch_num_des_state_unique_count_for_card_Merch_zip_3
3423,Merch_num_des_state_unique_count_for_card_Merch_zip_1
3424,Merch_num_des_state_unique_count_for_card_Merch_zip_0
3425,Merch_num_des_state_unique_count_for_Merch_num_zip_60
3426,Merch_num_des_state_unique_count_for_Merch_num_zip_30
3427,Merch_num_des_state_unique_count_for_Merch_num_zip_14
3428,Merch_num_des_state_unique_count_for_Merch_num_zip_7
3429,Merch_num_des_state_unique_count_for_Merch_num_zip_3
